Q202735	citizenship_United States of America	datebirth_not post-90	occupation_singer	occupation_film director	occupation_voice actor	occupation_songwriter	occupation_musician	occupation_film actor	occupation_actor	occupation_television actor	occupation_screenwriter	placebirth_Hot Springs	gender_male	dateofdeath_nodie	instanceof_human	
Q356998	citizenship_United Kingdom	datebirth_not post-90	occupation_film actor	occupation_stage actor	occupation_film director	occupation_screenwriter	occupation_actor	placebirth_London	gender_male	dateofdeath_died	instanceof_human	placedeath_London	
Q2640515	citizenship_Italy	datebirth_not post-90	occupation_film director	occupation_screenwriter	placebirth_Catania	gender_male	dateofdeath_died	instanceof_human	placedeath_Rome	
Q260365	instanceof_film	genre_drama film	countryoforigin_Sweden	publicdate_not post-90	
Q839123	instanceof_film	genre_film adaptation	genre_drama film	genre_fantasy film	genre_crime film	countryoforigin_United Kingdom	countryoforigin_United States of America	publicdate_post-90	publicdate_post-90	publicdate_post-90	
Q300330	instanceof_film	genre_drama film	countryoforigin_United States of America	publicdate_post-90	publicdate_post-90	
Q352431	instanceof_film	genre_comedy film	genre_drama film	genre_film adaptation	countryoforigin_United States of America	publicdate_post-90	
Q514531	instanceof_film	genre_drama film	countryoforigin_Italy	countryoforigin_France	publicdate_not post-90	publicdate_not post-90	
Q166159	citizenship_United Kingdom	datebirth_not post-90	occupation_film director	occupation_writer	occupation_actor	occupation_film actor	occupation_comedian	occupation_composer	occupation_character actor	occupation_screenwriter	placebirth_Colwyn Bay	gender_male	dateofdeath_nodie	instanceof_human	
Q797523	instanceof_film	genre_drama film	countryoforigin_India	publicdate_not post-90	
Q1234664	instanceof_film	genre_monster film	genre_action film	genre_horror film	countryoforigin_United Kingdom	countryoforigin_Luxembourg	publicdate_post-90	
Q7145809	citizenship_United States of America	citizenship_Mexico	datebirth_not post-90	occupation_film director	occupation_screenwriter	placebirth_Guadalajara	gender_female	dateofdeath_nodie	instanceof_human	
Q921033	instanceof_film	genre_film noir	genre_drama film	countryoforigin_United States of America	publicdate_not post-90	
Q1532296	instanceof_film	countryoforigin_Soviet Union	publicdate_not post-90	publicdate_not post-90	
Q1010375	citizenship_Italy	datebirth_not post-90	occupation_film director	occupation_screenwriter	placebirth_Montorio al Vomano	gender_male	dateofdeath_died	instanceof_human	placedeath_Rome	genre_spaghetti western	
Q998377	instanceof_film	genre_comedy film	countryoforigin_United States of America	publicdate_post-90	publicdate_post-90	
Q13564577	citizenship_India	datebirth_not post-90	occupation_film director	placebirth_Maharashtra	gender_male	dateofdeath_nodie	instanceof_human	
Q1115609	citizenship_Italy	datebirth_not post-90	occupation_film director	occupation_screenwriter	placebirth_Rome	gender_male	dateofdeath_nodie	instanceof_human	
